4.803125000000000000e+01,4.799561691284179688e+01,7.000000000000000000e+01,4.143750000000000000e+01,2.384375000000000000e+01,4.293750000000000000e+01,5.496875000000000000e+01,2.900000000000000000e+01,9.418750000000000000e+01,6.862500000000000000e+01,5.499750518798828125e+01,1.124375000000000000e+02,4.163281250000000000e+01,4.656250000000000000e+01,4.983333206176757812e+01,3.993750000000000000e+01,6.862500000000000000e+01,5.868750000000000000e+01,6.164062500000000000e+00,5.390625000000000000e+01,3.325000000000000000e+01,6.640625000000000000e+00,5.452144241333007812e+01,2.850000000000000000e+01,6.837500000000000000e+01,2.885512542724609375e+01
4.643750000000000000e+01,4.531501007080078125e+01,6.200000000000000000e+01,4.018750000000000000e+01,2.431250000000000000e+01,4.146875000000000000e+01,5.275000000000000000e+01,2.818750000000000000e+01,8.700000000000000000e+01,6.400000000000000000e+01,5.374620819091796875e+01,1.140000000000000000e+02,4.271875000000000000e+01,4.556250000000000000e+01,4.708333206176757812e+01,3.931250000000000000e+01,6.700000000000000000e+01,5.678125000000000000e+01,5.875000000000000000e+00,5.318750000000000000e+01,3.250000000000000000e+01,6.671875000000000000e+00,5.367832565307617188e+01,2.781250000000000000e+01,6.550000000000000000e+01,2.959499931335449219e+01
4.556250000000000000e+01,4.391088485717773438e+01,5.918750000000000000e+01,4.137500000000000000e+01,2.400000000000000000e+01,4.153125000000000000e+01,5.003125000000000000e+01,2.821875000000000000e+01,8.087500000000000000e+01,6.175000000000000000e+01,5.315035247802734375e+01,1.129375000000000000e+02,4.150000000000000000e+01,4.440625000000000000e+01,4.683333206176757812e+01,3.881250000000000000e+01,6.506250000000000000e+01,5.556250000000000000e+01,5.718750000000000000e+00,5.243750000000000000e+01,3.256250000000000000e+01,6.640625000000000000e+00,5.306004333496093750e+01,2.775000000000000000e+01,6.387500000000000000e+01,3.119806289672851562e+01
4.715625000000000000e+01,4.245204925537109375e+01,6.075000000000000000e+01,4.262500000000000000e+01,2.528125000000000000e+01,4.265625000000000000e+01,5.040625000000000000e+01,2.846875000000000000e+01,7.862500000000000000e+01,6.162500000000000000e+01,5.291201019287109375e+01,1.180000000000000000e+02,4.087500000000000000e+01,4.515625000000000000e+01,4.675000000000000000e+01,3.912500000000000000e+01,6.781250000000000000e+01,5.609375000000000000e+01,5.984375000000000000e+00,5.256250000000000000e+01,3.231250000000000000e+01,6.625000000000000000e+00,5.367832565307617188e+01,2.768750000000000000e+01,6.300000000000000000e+01,3.249284362792968750e+01
5.056250000000000000e+01,4.398382568359375000e+01,6.275000000000000000e+01,4.368750000000000000e+01,2.637500000000000000e+01,4.500000000000000000e+01,4.968750000000000000e+01,2.893750000000000000e+01,8.306250000000000000e+01,6.175000000000000000e+01,5.410372161865234375e+01,1.172500000000000000e+02,3.875000000000000000e+01,4.706250000000000000e+01,4.841666793823242188e+01,3.900000000000000000e+01,6.981250000000000000e+01,5.431250000000000000e+01,5.960937500000000000e+00,5.478125000000000000e+01,3.343750000000000000e+01,7.187500000000000000e+00,5.294762802124023438e+01,2.706250000000000000e+01,6.450000000000000000e+01,3.119806289672851562e+01
5.021875000000000000e+01,4.464030075073242188e+01,6.950000000000000000e+01,4.431250000000000000e+01,2.665625000000000000e+01,4.503125000000000000e+01,5.425000000000000000e+01,3.037500000000000000e+01,8.175000000000000000e+01,6.200000000000000000e+01,5.666590118408203125e+01,1.172500000000000000e+02,4.287500000000000000e+01,4.834375000000000000e+01,4.850000000000000000e+01,4.000000000000000000e+01,7.475000000000000000e+01,5.671875000000000000e+01,6.015625000000000000e+00,5.790625000000000000e+01,3.475000000000000000e+01,7.726562500000000000e+00,5.289141845703125000e+01,2.756250000000000000e+01,6.725000000000000000e+01,3.354100036621093750e+01
5.037500000000000000e+01,4.504148101806640625e+01,7.206250000000000000e+01,4.368750000000000000e+01,2.578125000000000000e+01,4.393750000000000000e+01,5.406250000000000000e+01,3.006250000000000000e+01,8.500000000000000000e+01,6.343750000000000000e+01,5.714258575439453125e+01,1.178750000000000000e+02,4.428125000000000000e+01,4.650000000000000000e+01,4.666666793823242188e+01,4.012500000000000000e+01,7.206250000000000000e+01,5.575000000000000000e+01,6.171875000000000000e+00,5.768750000000000000e+01,3.337500000000000000e+01,7.375000000000000000e+00,5.193589019775390625e+01,2.887500000000000000e+01,6.706250000000000000e+01,3.539068603515625000e+01
5.096875000000000000e+01,4.549736404418945312e+01,6.762500000000000000e+01,4.287500000000000000e+01,2.556250000000000000e+01,4.353125000000000000e+01,5.343750000000000000e+01,3.040625000000000000e+01,8.412500000000000000e+01,6.156250000000000000e+01,5.660631561279296875e+01,1.196250000000000000e+02,4.543750000000000000e+01,4.693750000000000000e+01,4.645833206176757812e+01,4.093750000000000000e+01,7.362500000000000000e+01,5.425000000000000000e+01,6.359375000000000000e+00,5.831250000000000000e+01,3.300000000000000000e+01,7.484375000000000000e+00,5.069932174682617188e+01,3.000000000000000000e+01,6.618750000000000000e+01,3.545234298706054688e+01
5.065625000000000000e+01,4.566148376464843750e+01,6.475000000000000000e+01,4.306250000000000000e+01,2.603125000000000000e+01,4.325000000000000000e+01,5.300000000000000000e+01,3.071875000000000000e+01,8.512500000000000000e+01,6.212500000000000000e+01,5.714258575439453125e+01,1.199375000000000000e+02,4.634375000000000000e+01,4.696875000000000000e+01,4.741666793823242188e+01,4.268750000000000000e+01,7.481250000000000000e+01,5.218750000000000000e+01,6.132812500000000000e+00,5.843750000000000000e+01,3.331250000000000000e+01,7.515625000000000000e+00,5.126139831542968750e+01,3.000000000000000000e+01,6.600000000000000000e+01,3.335602951049804688e+01
5.037500000000000000e+01,4.608089828491210938e+01,6.887500000000000000e+01,4.293750000000000000e+01,2.609375000000000000e+01,4.290625000000000000e+01,5.412500000000000000e+01,3.034375000000000000e+01,8.550000000000000000e+01,6.237500000000000000e+01,5.720217132568359375e+01,1.209375000000000000e+02,4.925000000000000000e+01,4.696875000000000000e+01,4.929166793823242188e+01,4.281250000000000000e+01,7.525000000000000000e+01,5.359375000000000000e+01,6.328125000000000000e+00,5.775000000000000000e+01,3.393750000000000000e+01,7.750000000000000000e+00,5.030586624145507812e+01,2.962500000000000000e+01,6.400000000000000000e+01,3.434253311157226562e+01
